location,date,new_cases,rollingCases
Malawi,2021-05-28,19.0,
Malawi,2021-05-29,6.0,
Malawi,2021-05-30,6.0,
Malawi,2021-05-31,3.0,
Malawi,2021-06-01,8.0,
Malawi,2021-06-02,14.0,
Malawi,2021-06-03,5.0,
Malawi,2021-06-04,6.0,
Malawi,2021-06-05,13.0,
Malawi,2021-06-06,6.0,
Malawi,2021-06-07,13.0,
Malawi,2021-06-08,7.0,
Malawi,2021-06-09,22.0,
Malawi,2021-06-10,15.0,
Malawi,2021-06-11,23.0,
Malawi,2021-06-12,15.0,
Malawi,2021-06-13,0.0,
Malawi,2021-06-14,79.0,
Malawi,2021-06-15,24.0,
Malawi,2021-06-16,62.0,
Malawi,2021-06-17,52.0,
Malawi,2021-06-18,79.0,
Malawi,2021-06-19,51.0,
Malawi,2021-06-20,36.0,
Malawi,2021-06-21,46.0,
Malawi,2021-06-22,82.0,
Malawi,2021-06-23,119.0,
Malawi,2021-06-24,104.0,
Malawi,2021-06-25,169.0,
Malawi,2021-06-26,166.0,
Malawi,2021-06-27,75.0,
Malawi,2021-06-28,80.0,
Malawi,2021-06-29,188.0,
Malawi,2021-06-30,229.0,
Malawi,2021-07-01,233.0,
Malawi,2021-07-02,214.0,
Malawi,2021-07-03,247.0,
Malawi,2021-07-04,106.0,
Malawi,2021-07-05,131.0,
Malawi,2021-07-06,309.0,
Malawi,2021-07-07,190.0,
Malawi,2021-07-08,427.0,
Malawi,2021-07-09,451.0,
Malawi,2021-07-10,512.0,
Malawi,2021-07-11,240.0,
Malawi,2021-07-12,232.0,
Malawi,2021-07-13,514.0,
Malawi,2021-07-14,781.0,
Malawi,2021-07-15,785.0,
Malawi,2021-07-16,756.0,
Malawi,2021-07-17,789.0,
Malawi,2021-07-18,427.0,
Malawi,2021-07-19,347.0,
Malawi,2021-07-20,867.0,
Malawi,2021-07-21,781.0,
Malawi,2021-07-22,952.0,
Malawi,2021-07-23,848.0,
Malawi,2021-07-24,801.0,
